,Region/s,Bound/s,Year/s,Access Url/s,Variations
332,LA_Sabine_River_Lidar_A3,"[[-10438451, 3500172, -35174, -10366897, 3571726, 36380]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/LA_Sabine_River_Lidar_A3_2018/ept.json'],1
333,LA_Sabine_River_Lidar_A4,"[[-10346891, 3607789, -48140, -10249327, 3705353, 49424]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/LA_Sabine_River_Lidar_A4_2018/ept.json'],1
334,LA_Sabine_River_Lidar_A5,"[[-10483433, 3794242, -51341, -10379645, 3898030, 52447]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/LA_Sabine_River_Lidar_A5_2018/ept.json'],1
335,MD_Baltimore,"[[-8542038, 4749754, -12311, -8516590, 4775202, 13137]]",['2008'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MD_Baltimore_2008/ept.json'],1
336,MD_CalvertCo,"[[-8552827, 4624095, -31976, -8488247, 4688675, 32604]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MD_CalvertCo_2011/ept.json'],1
337,MD_FEMA_AlleganyCo,"[[-8802090, 4763330, -42336, -8717542, 4847878, 42212]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MD_FEMA_AlleganyCo_2012/ept.json'],1
338,MD_FEMA_HoopersIsland,"[[-8488759, 4612038, -8020, -8471811, 4628986, 8928]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MD_FEMA_HoopersIsland_2011/ept.json'],1
339,MD_FEMA_WashingtonCounty,"[[-8725309, 4746148, -52152, -8622293, 4849164, 50864]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MD_FEMA_WashingtonCounty_2012/ept.json'],1
340,MD_FEMA_WorcesterCo,"[[-8399071, 4582820, -29953, -8338245, 4643646, 30873]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MD_FEMA_WorcesterCo_2011/ept.json'],1
341,MD_GoldenBeach,"[[-8537268, 4647858, -1409, -8533402, 4651724, 2457]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MD_GoldenBeach_2012/ept.json'],1
342,MD_Kent_QueenAnne_Caroline,"[[-8506047, 4684561, -45980, -8414055, 4776553, 46012]]",['2006'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MD_Kent_QueenAnne_Caroline_2006/ept.json'],1
343,MD_NRCS-LiDAR,"[[-8480025, 4566015, -46759, -8386389, 4659651, 46877]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MD_NRCS-LiDAR_2012/ept.json'],1
344,ME_Androscoggin,"[[-7865266, 5450490, -45628, -7773682, 5542074, 45956]]",['2009'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/ME_Androscoggin_2009/ept.json'],1
345,ME_AroostookCo,"[[-7706881, 5777272, -110628, -7485495, 5998658, 110758]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/ME_AroostookCo_2012/ept.json'],1
346,ME_Augusta,"[[-7784209, 5495971, -17365, -7748721, 5531459, 18123]]",['2006'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/ME_Augusta_2006/ept.json'],1
347,ME_CrownofMaine_B2,"[[-7785751, 5810208, -71845, -7641169, 5954790, 72737]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/ME_CrownofMaine_B2_2018/ept.json'],1
348,MI_Charlevoix_Islands_TL,"[[-9519229, 5739626, -117, -9518117, 5740738, 995]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MI_Charlevoix_Islands_TL_2018/ept.json'],1
349,MI_DickinsonCo-NRCS,"[[-9824513, 5735784, -41580, -9740035, 5820262, 42898]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MI_DickinsonCo-NRCS_2012/ept.json'],1
350,MI_FEMA_Alcona_Oscoda,"[[-9392746, 5509757, -61707, -9268540, 5633963, 62499]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MI_FEMA_Alcona_Oscoda_2019/ept.json'],1
351,MI_FEMA_Cheboygan,"[[-9455470, 5652278, -51912, -9350880, 5756868, 52678]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MI_FEMA_Cheboygan_2019/ept.json'],1
352,MI_FEMA_Chippewa,"[[-9418409, 5748309, -65458, -9286767, 5879951, 66184]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MI_FEMA_Chippewa_2019/ept.json'],1
353,MI_FEMA_Crawford_Kalkaska,"[[-9499981, 5517809, -53313, -9392737, 5625053, 53931]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MI_FEMA_Crawford_Kalkaska_2019/ept.json'],1
354,MI_FEMA_Gogebic,"[[-10066326, 5822623, -30734, -10003944, 5885005, 31648]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MI_FEMA_Gogebic_2019/ept.json'],1
355,MI_LakeErie_UTM16,"[[-9453899, 5113086, -56408, -9339939, 5227046, 57552]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MI_LakeErie_UTM16_2010/ept.json'],1
356,MI_LakeErie_UTM17,"[[-9367473, 5116236, -29230, -9307961, 5175748, 30282]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MI_LakeErie_UTM17_2010/ept.json'],1
357,MI_SaginawBay,"[[-9369938, 5336454, -74321, -9220332, 5486060, 75285]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MI_SaginawBay_2011/ept.json'],1
358,MN_ChippewaCo,"[[-10693851, 5567081, -46151, -10599599, 5661333, 48101]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MN_ChippewaCo_2010/ept.json'],1
359,MN_CottonwoodCo,"[[-10627710, 5435403, -33623, -10557878, 5505235, 36209]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MN_CottonwoodCo_2010/ept.json'],1
360,MN,"[[-10913529, 5383547, -477780, -9955559, 6341517, 480190]]",['FullState'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MN_FullState/ept.json'],1
361,MN_KandiyohiCo,"[[-10621637, 5601761, -43552, -10532643, 5690755, 45442]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MN_KandiyohiCo_2010/ept.json'],1
362,MN_LakeCounty,"[[-10219045, 6015815, -42523, -10132295, 6102565, 44227]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MN_LakeCounty_2018/ept.json'],1
363,MN_MurrayCo,"[[-10697324, 5433629, -35461, -10623940, 5507013, 37923]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MN_MurrayCo_2010/ept.json'],1
364,MN_RenvilleCo,"[[-10631197, 5512573, -56540, -10516153, 5627617, 58504]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MN_RenvilleCo_2010/ept.json'],1
365,MN_RockCo,"[[-10743560, 5388239, -27729, -10685538, 5446261, 30293]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MN_RockCo_2010/ept.json'],1
366,MN_SibleyCo,"[[-10537217, 5504854, -49569, -10436183, 5605888, 51465]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MN_SibleyCo_2010/ept.json'],1
367,MN_SwiftCo,"[[-10700817, 5615329, -50332, -10599599, 5716547, 50886]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MN_SwiftCo_2010/ept.json'],1
368,MN_WasecaCo,"[[-10447911, 5441254, -28047, -10389779, 5499386, 30085]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MN_WasecaCo_2010/ept.json'],1
369,MO_AdairCo,"[[-10352715, 4859139, -36116, -10279535, 4932319, 37064]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_AdairCo_2011/ept.json'],1
370,MO_BarryCo,"[[-10464509, 4379369, -24571, -10414067, 4429811, 25871]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_BarryCo_2011/ept.json'],1
371,MO_BooneCo,"[[-10321722, 4667743, -44836, -10231254, 4758211, 45632]]",['2009'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_BooneCo_2009/ept.json'],1
372,MO_Clay_County,"[[-10534119, 4737374, -24608, -10482965, 4788528, 26546]]",['2008'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_Clay_County_2008/ept.json'],1
373,MO_Cole-Callaway-Osage,"[[-10305206, 4618296, -55976, -10191276, 4732226, 57954]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_Cole-Callaway-Osage_2010/ept.json'],1
374,MO_CooperCo,"[[-10359391, 4672537, -28861, -10299729, 4732199, 30801]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_CooperCo_2011/ept.json'],1
375,MO_DuckCreek,"[[-10054679, 4421486, -21866, -10010645, 4465520, 22168]]",['2009'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_DuckCreek_2009/ept.json'],1
376,MO_DunklinCo,"[[-10082355, 4299533, -44703, -9992537, 4389351, 45115]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_DunklinCo_2012/ept.json'],1
377,MO_FranklinCo,"[[-10175870, 4596863, -39730, -10095610, 4677123, 40530]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_FranklinCo_2011/ept.json'],1
378,MO_GreeneCo,"[[-10422887, 4442984, -31464, -10359055, 4506816, 32368]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_GreeneCo_2011/ept.json'],1
379,MO_HowardCo,"[[-10347421, 4715730, -27294, -10290785, 4772366, 29342]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_HowardCo_2011/ept.json'],1
380,MO_JasperCo,"[[-10534524, 4434619, -31924, -10468664, 4500479, 33936]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_JasperCo_2010/ept.json'],1
381,MO_JeffersonGenevieve,"[[-10104198, 4557226, -46211, -10010862, 4650562, 47125]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_JeffersonGenevieve_2010/ept.json'],1
382,MO_LincolnCo,"[[-10157957, 4696300, -32310, -10092553, 4761704, 33094]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_LincolnCo_2011/ept.json'],1
383,MO_LivingstonCo,"[[-10450298, 4805573, -27451, -10392468, 4863403, 30379]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_LivingstonCo_2011/ept.json'],1
384,MO_LivingstonCounty,"[[-10437536, 4807446, -26843, -10381664, 4863318, 29029]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_LivingstonCounty_2011/ept.json'],1
385,MO_MaconCo,"[[-10332168, 4810199, -29075, -10273116, 4869251, 29977]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_MaconCo_2011/ept.json'],1
386,MO_MonroeAudrainMontgomeryCos,"[[-10272935, 4671523, -72149, -10127769, 4816689, 73017]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_MonroeAudrainMontgomeryCos_2011/ept.json'],1
387,MO_Platte_County,"[[-10586829, 4743132, -26999, -10530817, 4799144, 29013]]",['2008'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_Platte_County_2008/ept.json'],1
388,MO_PutnamCo,"[[-10394499, 4894648, -39102, -10315339, 4973808, 40058]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_PutnamCo_2011/ept.json'],1
389,MO_RandolphCo,"[[-10325591, 4751155, -31761, -10259939, 4816807, 33891]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_RandolphCo_2012/ept.json'],1
390,MO_RayCo,"[[-10492147, 4739126, -11026, -10469401, 4761872, 11720]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_RayCo_2011/ept.json'],1
391,MO_Rolla,"[[-10218902, 4567021, -3908, -10210034, 4575889, 4960]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_Rolla_2011/ept.json'],1
392,MO_StFrancoisCo,"[[-10115902, 4528262, -34132, -10046802, 4597362, 34968]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_StFrancoisCo_2011/ept.json'],1
393,MO_StFrancois,"[[-10098265, 4507529, -33201, -10030895, 4574899, 34169]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_StFrancois_2012/ept.json'],1
394,MO_StLouis,"[[-10102319, 4634075, -35735, -10030243, 4706151, 36341]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_StLouis_2012/ept.json'],1
395,MO_Steelville,"[[-10172847, 4573166, -2762, -10166667, 4579346, 3418]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_Steelville_2011/ept.json'],1
396,MO_SullivanCo,"[[-10403844, 4875014, -23215, -10356410, 4922448, 24219]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_SullivanCo_2012/ept.json'],1
397,MO_UpperGrand,"[[-10552867, 4796165, -76345, -10397429, 4951603, 79093]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_UpperGrand_2011/ept.json'],1
398,MO_Washinton-IronCo,"[[-10164901, 4521326, -46371, -10071179, 4615048, 47351]]",['2011'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_Washinton-IronCo_2011/ept.json'],1
399,MO_WestCentral_1,"[[-10533541, 4624765, -107967, -10317009, 4841297, 108565]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_WestCentral_1_2018/ept.json'],1
400,MO_WestCentral_2,"[[-10128859, 4636714, -49251, -10029673, 4735900, 49935]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_WestCentral_2_2018/ept.json'],1
401,MO_WestCentral_3,"[[-10143869, 4299209, -133351, -9876205, 4566873, 134313]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_WestCentral_3_2018/ept.json'],1
402,MO_WestCentral_4,"[[-10203383, 4650293, -55313, -10092361, 4761315, 55709]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MO_WestCentral_4_2018/ept.json'],1
403,MS_CampShelby,"[[-9980304, 3580509, -57489, -9865002, 3695811, 57813]]",['2006'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MS_CampShelby_2006/ept.json'],1
404,MS_MSDeltaYazoo-Phase1,"[[-10258861, 3802935, -136135, -9887013, 4174783, 235713]]",['2009'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MS_MSDeltaYazoo-Phase1_2009/ept.json'],1
405,MS_MississippiDelta_A1,"[[-10034182, 3984104, -89611, -9853678, 4164608, 90893]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MS_MississippiDelta_A1_2018/ept.json'],1
406,MS_MississippiDelta_A2,"[[-10195125, 3898170, -132329, -9928697, 4164598, 134099]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MS_MississippiDelta_A2_2018/ept.json'],1
407,MS_NRCS-Lauderdale,"[[-9981145, 3740453, -90309, -9799861, 3921737, 90975]]",['2013'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MS_NRCS-Lauderdale_2013/ept.json'],1
408,MS_NRCS_East_1,"[[-10071186, 3820526, -26769, -10017588, 3874124, 26829]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MS_NRCS_East_1_2018/ept.json'],1
409,MS_Tupelo,"[[-10005176, 3853380, -127650, -9749324, 4109232, 128202]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MS_Tupelo_2012/ept.json'],1
410,MT_Helena,"[[-12499835, 5856635, -25007, -12446753, 5909717, 28075]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MT_Helena_2012/ept.json'],1
411,MT_NRCS_B1_QL1,"[[-12612588, 6171260, -22561, -12563336, 6220512, 26691]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MT_NRCS_B1_QL1_2018/ept.json'],1
412,MT_NRCS_B1_QL2,"[[-12733479, 5521853, -446744, -11836493, 6418839, 450242]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MT_NRCS_B1_QL2_2018/ept.json'],1
413,MT_NRCS_B2,"[[-11889119, 5575903, -152516, -11580115, 5884907, 156488]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MT_NRCS_B2_2018/ept.json'],1
414,MT_SageGrouse,"[[-12165162, 5822226, -31791, -12099310, 5888078, 34061]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/MT_SageGrouse_2010/ept.json'],1
415,NC_BladenCo,"[[-8783116, 4071981, -39319, -8703746, 4151351, 40051]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_BladenCo_2014/ept.json'],1
416,NC_BrunswickCo,"[[-8755722, 4001331, -40154, -8674738, 4082315, 40830]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_BrunswickCo_2014/ept.json'],1
417,NC_ColumbusCo,"[[-8803455, 4005454, -50345, -8702037, 4106872, 51073]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_ColumbusCo_2014/ept.json'],1
418,NC_DuplinCo,"[[-8707209, 4124328, -32291, -8641853, 4189684, 33065]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_DuplinCo_2014/ept.json'],1
419,NC_EdgecombeCo,"[[-8669448, 4254745, -32997, -8603302, 4320891, 33149]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_EdgecombeCo_2014/ept.json'],1
420,NC_FranklinCo,"[[-8745348, 4276183, -30215, -8684782, 4336749, 30351]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_FranklinCo_2014/ept.json'],1
421,NC_GreeneCo,"[[-8664500, 4211516, -20407, -8623074, 4252942, 21019]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_GreeneCo_2014/ept.json'],1
422,NC_HalifaxCo,"[[-8682957, 4292663, -43269, -8596339, 4379281, 43349]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_HalifaxCo_2014/ept.json'],1
423,NC_HurricaneFlorence_1,"[[-8849768, 3996029, -85439, -8677680, 4168117, 86649]]",['2020'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_HurricaneFlorence_1_2020/ept.json'],1
424,NC_HurricaneFlorence_3,"[[-8673858, 4148178, -47633, -8577850, 4244186, 48375]]",['2020'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_HurricaneFlorence_3_2020/ept.json'],1
425,NC_JohnstonCo,"[[-8765349, 4199220, -38138, -8688369, 4276200, 38842]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_JohnstonCo_2014/ept.json'],1
426,NC_LenoirCo,"[[-8667372, 4164817, -28457, -8609660, 4222529, 29255]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_LenoirCo_2014/ept.json'],1
427,NC_NashCo,"[[-8713358, 4262931, -32758, -8647408, 4328881, 33192]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_NashCo_2014/ept.json'],1
428,NC_NewHanoverCo,"[[-8702124, 4013041, -33740, -8633864, 4081301, 34520]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_NewHanoverCo_2014/ept.json'],1
429,NC_PenderCo,"[[-8712941, 4054673, -42043, -8628063, 4139551, 42835]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_PenderCo_2014/ept.json'],1
430,NC_RobesonCo,"[[-8853654, 4069084, -44215, -8764428, 4158310, 45011]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_RobesonCo_2014/ept.json'],1
431,NC_SampsonCo,"[[-8777982, 4105848, -50128, -8676996, 4206834, 50858]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_SampsonCo_2014/ept.json'],1
432,NC_VanceCo,"[[-8752873, 4325436, -25543, -8701569, 4376740, 25761]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_VanceCo_2014/ept.json'],1
433,NC_WarrenCo,"[[-8718694, 4328860, -23824, -8670918, 4376636, 23952]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_WarrenCo_2014/ept.json'],1
434,NC_WayneCo,"[[-8718882, 4185604, -29827, -8658624, 4245862, 30431]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_WayneCo_2014/ept.json'],1
435,NC_WilsonCo,"[[-8704226, 4233481, -28976, -8646144, 4291563, 29106]]",['2014'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NC_WilsonCo_2014/ept.json'],1
436,NE_CumingCo,"[[-10851564, 5051847, -70156, -10710514, 5192897, 70894]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NE_CumingCo_2010/ept.json'],1
437,NE_NIROC-PapioCo,"[[-10721752, 5070409, -15104, -10690060, 5102101, 16588]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NE_NIROC-PapioCo_2010/ept.json'],1
438,NE_Northeast_1,"[[-10839524, 5111467, -85669, -10667124, 5283867, 86731]]",['2020'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NE_Northeast_1_2020/ept.json'],1
439,NE_Northeast_2,"[[-11104244, 5050743, -126039, -10850980, 5304007, 127225]]",['2020'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NE_Northeast_2_2020/ept.json'],1
440,NE_Northeast_3,"[[-10920491, 5121349, -86457, -10746413, 5295427, 87621]]",['2020'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NE_Northeast_3_2020/ept.json'],1
441,NE_PostSpringFlood_OrthoLidar_B1,"[[-11117203, 5174869, -103289, -10909483, 5382589, 104431]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NE_PostSpringFlood_OrthoLidar_B1_2019/ept.json'],1
442,NE_Rainwater-1,"[[-11314246, 4802319, -199511, -10913376, 5203189, 201359]]",['2009'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NE_Rainwater-1_2009/ept.json'],1
443,NE_Rainwater-2,"[[-11748484, 4214957, -434, -10260270, 5703171, 1487780]]",['2009'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NE_Rainwater-2_2009/ept.json'],1
444,NE_SouthernNE_B1,"[[-10941078, 4802105, -100617, -10738072, 5005111, 102389]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NE_SouthernNE_B1_2018/ept.json'],1
445,NE_SouthernNE_B2,"[[-11091428, 4816830, -100261, -10889572, 5018686, 101595]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NE_SouthernNE_B2_2018/ept.json'],1
446,NE_SouthernNE_B3,"[[-11157094, 4884654, -83902, -10988834, 5052914, 84358]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NE_SouthernNE_B3_2018/ept.json'],1
447,NE_SouthernNE_B4A,"[[-10992809, 4942538, -77040, -10838803, 5096544, 76966]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NE_SouthernNE_B4A_2018/ept.json'],1
448,NE_SouthernNE_B4B,"[[-10777729, 4980274, -66437, -10644135, 5113868, 67157]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NE_SouthernNE_B4B_2018/ept.json'],1
449,NE_SouthernNE_B5,"[[-10733137, 4980334, -56156, -10620175, 5093296, 56806]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NE_SouthernNE_B5_2018/ept.json'],1
450,NH_Coastal_2,"[[-8007230, 5258893, -71191, -7868128, 5397995, 67911]]",['2019'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NH_Coastal_2_2019/ept.json'],1
451,NJ_CapeMayCo,"[[-8351282, 4709633, -29417, -8292276, 4768639, 29589]]",['2008'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NJ_CapeMayCo_2008/ept.json'],1
452,NJ_CumberlandCo,"[[-8396658, 4742021, -31800, -8331538, 4807141, 33320]]",['2008'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NJ_CumberlandCo_2008/ept.json'],1
453,NJ_GloucesterCo,"[[-8398894, 4790916, -31025, -8335288, 4854522, 32581]]",['2007'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NJ_GloucesterCo_2007/ept.json'],1
454,NJ_SalemCo,"[[-8426395, 4772572, -24397, -8377585, 4821382, 24413], [-8418746, 4787955, -23534, -8371116, 4835585, 24096]]","['2008', '2009']","['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NJ_SalemCo_2008/ept.json', 'https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NJ_SalemCo_2009/ept.json']",2
455,NJ_South_Jersey_FEMA,"[[-8433903, 4678047, -156, -8106441, 5005509, 327306]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NJ_South_Jersey_FEMA_2018/ept.json'],1
456,NJ_SouthernNJ,"[[-8412818, 4702105, -61019, -8270462, 4844461, 81337]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NJ_SouthernNJ_2018/ept.json'],1
457,NJ_SussexWarren,"[[-8368269, 4990614, -36973, -8293645, 5065238, 37651]]",['2008'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NJ_SussexWarren_2008/ept.json'],1
458,NM_Albuquerque,"[[-11947576, 4096075, -75482, -11792494, 4251157, 79600]]",['2010'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NM_Albuquerque_2010/ept.json'],1
459,NM_McKinley_CoalMine,"[[-12139563, 4242044, -9080, -12116647, 4264960, 13836]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NM_McKinley_CoalMine_2012/ept.json'],1
460,NM_NRCS_MiddleRioGrande,"[[-12086467, 3925268, -199351, -11683267, 4328468, 203849]]",['2017'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NM_NRCS_MiddleRioGrande_2017/ept.json'],1
461,NM_Navajo-Pinabete_CoalMine,"[[-12097643, 4364060, -17153, -12059483, 4402220, 21007]]",['2012'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NM_Navajo-Pinabete_CoalMine_2012/ept.json'],1
462,NM_NorthWest_B1,"[[-12025722, 4289807, -73277, -11874664, 4440865, 77781]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NM_NorthWest_B1_2018/ept.json'],1
463,NM_NorthWest_B2A,"[[-12211321, 4061782, -83699, -12038537, 4234566, 89085]]",['2018'],['https://usgs-lidar-public.s3.us-west-2.amazonaws.com/NM_NorthWest_B2A_2018/ept.json'],1
